,date,amount,concept,origin,total
2287,2021-12-28,-240.0,Electricity,dummy,26851.314482695077
2288,2021-12-29,-19.432206515331426,The Hungry Harvest,dummy,26831.882276179746
2289,2021-12-30,-32.46786433302325,Yums N Food,dummy,26799.414411846723
2290,2022-01-01,4147.2,Acme Corporation,dummy,30946.614411846724
2291,2022-01-01,0.0,netflix,dummy,30946.614411846724
2292,2022-01-01,-935.8868480000001,TRANSFER TO MR. HOUSE HOLDER,dummy,30010.727563846725
2293,2022-01-01,-34.90178663605782,Yums N Food,dummy,29975.825777210666
2294,2022-01-01,0.0,secret payment,dummy,29975.825777210666
2295,2022-01-03,-1.9269099328955053,Public train,dummy,29973.89886727777
2296,2022-01-03,-73.20500000000004,Hulking Center,dummy,29900.69386727777
2297,2022-01-05,-44.31508049630347,Yum Market,dummy,29856.378786781464
2298,2022-01-05,-2.3836970138741895,Public train,dummy,29853.99508976759
2299,2022-01-05,-25.118424722498993,Roadside Petrol,dummy,29828.876665045093
2300,2022-01-05,0.0,Internet,dummy,29828.876665045093
2301,2022-01-06,-1.8547577154656114,Public bus,dummy,29827.02190732963
2302,2022-01-06,-45.72120095288685,Marineara,dummy,29781.30070637674
2303,2022-01-07,-11.415292371644846,The Hungry Harvest,dummy,29769.885414005093
2304,2022-01-07,-1.4018599181938174,Public train,dummy,29768.4835540869
2305,2022-01-08,-2.6286282385619844,Public bus,dummy,29765.854925848336
2306,2022-01-08,-40.02415647368518,Yums N Food,dummy,29725.83076937465
2307,2022-01-09,-2.504401525286346,Public train,dummy,29723.326367849364
2308,2022-01-10,-48.409394832122274,Yum Market,dummy,29674.916973017243
2309,2022-01-10,-1.9406686909715956,Public bus,dummy,29672.976304326272
2310,2022-01-11,-12.0,Yum Popcorn Horizon,dummy,29660.976304326272
2311,2022-01-14,-12.0,Cinemasi,dummy,29648.976304326272
2312,2022-01-14,-2.7101758260778017,Public bus,dummy,29646.266128500196
2313,2022-01-15,-44.602089042408856,Yum Market,dummy,29601.664039457788
2314,2022-01-17,-3.086024826899882,Public train,dummy,29598.57801463089
2315,2022-01-18,-1.4764500330295496,Public train,dummy,29597.10156459786
2316,2022-01-18,-51.36632511757874,Yums N Food,dummy,29545.73523948028
2317,2022-01-19,-2.0855069573041263,Public bus,dummy,29543.649732522976
2318,2022-01-20,-2.3791644662087013,Public bus,dummy,29541.270568056767
2319,2022-01-21,-2.0358304559994034,Public train,dummy,29539.234737600767
2320,2022-01-22,-2.691434832080225,Public train,dummy,29536.54330276869
2321,2022-01-22,-23.14690221515721,The Hungry Harvest,dummy,29513.39640055353
2322,2022-01-24,-43.1031083831574,Yum Market,dummy,29470.293292170372
2323,2022-01-24,-2.0569572426099496,Public train,dummy,29468.236334927762
2324,2022-01-25,-17.523441352385543,Bistro Captain,dummy,29450.712893575375
2325,2022-01-25,-2.043873068006707,Public train,dummy,29448.66902050737
2326,2022-01-26,-46.144410330532516,Yums N Food,dummy,29402.524610176835
2327,2022-01-26,-17.900395335401566,The Hungry Harvest,dummy,29384.624214841435
2328,2022-01-26,-1.5320673168379315,Public train,dummy,29383.092147524596
2329,2022-01-27,-1.4742807620337497,Public train,dummy,29381.61786676256
2330,2022-01-27,-19.269356554427347,Deli Feast,dummy,29362.348510208132
2331,2022-01-28,-480.0,Electricity,dummy,28882.348510208132
2332,2022-01-29,-1.4571135570575366,Public train,dummy,28880.891396651074
2333,2022-01-29,-47.610711532881865,Yum Market,dummy,28833.280685118192
2334,2022-01-29,-33.47352089093873,Roadside Petrol,dummy,28799.807164227255
2335,2022-01-30,-0.9264011349152947,Public bus,dummy,28798.88076309234
2336,2022-01-30,-10.746971289637417,Bistro Captain,dummy,28788.133791802702
2337,2022-02-01,-935.8868480000001,TRANSFER TO MR. HOUSE HOLDER,dummy,27852.246943802704
2338,2022-02-01,0.0,secret payment,dummy,27852.246943802704
2339,2022-02-01,0.0,netflix,dummy,27852.246943802704
2340,2022-02-01,4147.2,Acme Corporation,dummy,31999.446943802704
2341,2022-02-02,-2.2515858086015754,Public bus,dummy,31997.195357994104
2342,2022-02-03,-2.191895126354361,Public train,dummy,31995.00346286775
2343,2022-02-03,-73.20500000000004,Hulking Center,dummy,31921.798462867748
2344,2022-02-04,-12.0,Cinemasi,dummy,31909.798462867748
2345,2022-02-04,-1.4511874577484383,Public bus,dummy,31908.34727541
2346,2022-02-05,-2.2979554773626436,Public bus,dummy,31906.049319932637
2347,2022-02-05,0.0,Internet,dummy,31906.049319932637
2348,2022-02-06,-12.0,Yum Popcorn Horizon,dummy,31894.049319932637
2349,2022-02-06,-39.39665686093639,Yums N Food,dummy,31854.6526630717
2350,2022-02-07,-49.52223732966162,Yum Market,dummy,31805.13042574204
2351,2022-02-08,-21.244237239357478,Bistro Captain,dummy,31783.886188502685
2352,2022-02-09,-2.030943208780383,Public bus,dummy,31781.855245293904
2353,2022-02-09,-45.372345029518456,Marineara,dummy,31736.482900264386
2354,2022-02-10,-2.6291052978644847,Public train,dummy,31733.853794966522
2355,2022-02-10,-43.726508010558035,Yum Market,dummy,31690.127286955965
2356,2022-02-11,-39.425621979244646,Yum Market,dummy,31650.70166497672
2357,2022-02-11,-1.7402000269296312,Public train,dummy,31648.961464949793
2358,2022-02-12,-1.989009627160568,Public bus,dummy,31646.972455322633
2359,2022-02-13,-37.449083073591616,Marineara,dummy,31609.52337224904
2360,2022-02-13,-1.8302792815759126,Public bus,dummy,31607.693092967464
2361,2022-02-15,-1.8797321010581771,Public bus,dummy,31605.813360866407
2362,2022-02-17,-35.27232000513056,Fun Gas,dummy,31570.541040861277
2363,2022-02-17,-52.15413108714634,Yum Market,dummy,31518.38690977413
2364,2022-02-17,-1.8209198542639127,Public train,dummy,31516.565989919865
2365,2022-02-18,-21.965426421864382,The Hungry Harvest,dummy,31494.600563498
2366,2022-02-18,-2.017012333687974,Public bus,dummy,31492.583551164313
2367,2022-02-19,-31.857213927188702,Yum Market,dummy,31460.726337237124
2368,2022-02-19,-2.6934669403474385,Public train,dummy,31458.032870296774
2369,2022-02-20,-1.6184573645707458,Public train,dummy,31456.414412932205
2370,2022-02-20,-31.818579896966906,Yums N Food,dummy,31424.595833035237
2371,2022-02-21,-2.154986358394556,Public train,dummy,31422.440846676844
2372,2022-02-21,-25.753995620604996,The Hungry Harvest,dummy,31396.686851056238
2373,2022-02-22,-31.89974682104626,Roadside Petrol,dummy,31364.78710423519
2374,2022-02-22,-1.8495801824898483,Public bus,dummy,31362.9375240527
2375,2022-02-22,-52.83388414013023,Yums N Food,dummy,31310.10363991257
2376,2022-02-23,-16.201614485565194,Deli Feast,dummy,31293.902025427004
2377,2022-02-23,-2.0427012816254813,Public bus,dummy,31291.85932414538
2378,2022-02-24,-2.0668838071282103,Public bus,dummy,31289.79244033825
2379,2022-02-25,-2.0761486695322064,Public train,dummy,31287.716291668716
2380,2022-02-26,-20.361923024246586,Deli Feast,dummy,31267.35436864447
2381,2022-02-27,-17.82252297112671,Bistro Captain,dummy,31249.53184567334
2382,2022-02-27,-2.4994648845886718,Public bus,dummy,31247.03238078875
2383,2022-02-28,-480.0,Electricity,dummy,30767.03238078875
2384,2022-03-01,-935.8868480000001,TRANSFER TO MR. HOUSE HOLDER,dummy,29831.145532788752
2385,2022-03-01,0.0,netflix,dummy,29831.145532788752
2386,2022-03-01,0.0,secret payment,dummy,29831.145532788752
2387,2022-03-01,-10.731898741565962,The Hungry Harvest,dummy,29820.413634047185
2388,2022-03-01,4147.2,Acme Corporation,dummy,33967.613634047186
2389,2022-03-02,-1.990554496729494,Public bus,dummy,33965.62307955046
2390,2022-03-03,-73.20500000000004,Hulking Center,dummy,33892.41807955046
2391,2022-03-03,-1.2322678016180997,Public train,dummy,33891.18581174884
2392,2022-03-04,-1.7378907798690661,Public train,dummy,33889.44792096897
2393,2022-03-05,-1.6966689972568398,Public train,dummy,33887.75125197171
2394,2022-03-05,0.0,Internet,dummy,33887.75125197171
2395,2022-03-06,-2.6667823145313108,Public bus,dummy,33885.08446965718
2396,2022-03-07,-41.12300567027214,Marineara,dummy,33843.96146398691
2397,2022-03-07,-2.1868631685739026,Public bus,dummy,33841.77460081834
2398,2022-03-09,-38.81138808698595,Yum Market,dummy,33802.96321273135
2399,2022-03-09,-21.43481697070746,Deli Feast,dummy,33781.528395760644
2400,2022-03-09,-12.0,Cinemasi,dummy,33769.528395760644
2401,2022-03-10,-53.670998619073266,Deluxe Hotel,dummy,33715.85739714157
2402,2022-03-10,-191.3958798025941,Skyline Airways,dummy,33524.461517338976
2403,2022-03-11,-29.47470108914333,Deluxe Hotel,dummy,33494.98681624983
2404,2022-03-11,-30.66055133184264,Roadside Petrol,dummy,33464.32626491799
2405,2022-03-12,-63.82236597819844,Cozy Hotel,dummy,33400.50389893979
2406,2022-03-12,-2.0964646430343086,Public bus,dummy,33398.40743429675
2407,2022-03-13,-69.23550768784129,King's Bliss Hotel,dummy,33329.171926608906
2408,2022-03-13,-59.212508059994505,Marineara,dummy,33269.95941854891
2409,2022-03-14,-2.6390663264482868,Public train,dummy,33267.320352222465
2410,2022-03-14,-42.04004785261203,Cozy Hotel,dummy,33225.28030436985
2411,2022-03-15,-65.58524176419249,King's Bliss Hotel,dummy,33159.69506260566
2412,2022-03-16,-55.55318637095115,Deluxe Hotel,dummy,33104.1418762347
2413,2022-03-16,-1.8209184956808173,Public bus,dummy,33102.32095773902
2414,2022-03-17,-28.71813621684968,Deluxe Hotel,dummy,33073.602821522174
2415,2022-03-17,-1.7995256849732018,Public train,dummy,33071.8032958372
2416,2022-03-17,-27.57039722158875,Fun Gas,dummy,33044.23289861561
2417,2022-03-18,-1.8015429555838764,Public train,dummy,33042.43135566003
2418,2022-03-18,-73.0276539810874,Deluxe Hotel,dummy,32969.403701678944
2419,2022-03-19,-86.21147408725408,King's Bliss Hotel,dummy,32883.19222759169
2420,2022-03-19,-2.1945661604543543,Public bus,dummy,32880.99766143123
2421,2022-03-20,-33.57362228345528,Deluxe Hotel,dummy,32847.42403914778
2422,2022-03-20,-12.0,Cinemasi,dummy,32835.42403914778
2423,2022-03-20,-0.9944037675760153,Public bus,dummy,32834.429635380206
2424,2022-03-20,-19.83344718471002,The Hungry Harvest,dummy,32814.59618819549
2425,2022-03-21,-59.14971534700231,Cozy Hotel,dummy,32755.446472848493
2426,2022-03-22,-2.1102774397087574,Public train,dummy,32753.336195408785
2427,2022-03-22,-38.874343313735906,Marineara,dummy,32714.46185209505
2428,2022-03-22,-52.606391213394964,Cozy Hotel,dummy,32661.855460881656
2429,2022-03-23,-60.25782192877203,Yums N Food,dummy,32601.597638952884
2430,2022-03-23,-36.147452282358955,King's Bliss Hotel,dummy,32565.450186670525
2431,2022-03-23,-27.76250986296889,Deli Feast,dummy,32537.687676807556
2432,2022-03-24,-45.7503929748064,Yum Market,dummy,32491.93728383275
2433,2022-03-24,-45.869652689892135,Deluxe Hotel,dummy,32446.067631142858
2434,2022-03-24,-1.747135634151419,Public bus,dummy,32444.320495508706
2435,2022-03-25,-105.59405253840649,King's Bliss Hotel,dummy,32338.7264429703
2436,2022-03-25,-40.582399809055694,Yums N Food,dummy,32298.144043161243
2437,2022-03-26,-47.29229189746424,Yums N Food,dummy,32250.851751263777
2438,2022-03-26,-1.6531938700782112,Public bus,dummy,32249.198557393698
2439,2022-03-26,-54.205521156176815,Deluxe Hotel,dummy,32194.99303623752
2440,2022-03-27,-66.23711974043277,King's Bliss Hotel,dummy,32128.755916497088
2441,2022-03-27,-29.39971081676594,Bistro Captain,dummy,32099.356205680324
2442,2022-03-27,-19.40108582358201,Yums N Food,dummy,32079.955119856742
2443,2022-03-27,-1.962173313222301,Public bus,dummy,32077.99294654352
2444,2022-03-28,-35.9197740084696,King's Bliss Hotel,dummy,32042.07317253505
2445,2022-03-28,-480.0,Electricity,dummy,31562.07317253505
2446,2022-03-28,-1.247321328913539,Public train,dummy,31560.825851206137
2447,2022-03-29,-1.6316376372482724,Public train,dummy,31559.194213568888
2448,2022-03-29,-29.691058375677514,King's Bliss Hotel,dummy,31529.50315519321
2449,2022-03-29,-19.40002361069357,The Hungry Harvest,dummy,31510.103131582517
2450,2022-03-30,-65.99171333750633,Cozy Hotel,dummy,31444.11141824501
2451,2022-03-30,-41.603637634858444,Yum Market,dummy,31402.50778061015
2452,2022-03-30,-2.1759051713507453,Public train,dummy,31400.3318754388
2453,2022-03-31,-50.33252964020631,Cozy Hotel,dummy,31349.99934579859
2454,2022-04-01,-82.150381491373,Deluxe Hotel,dummy,31267.848964307217
2455,2022-04-01,-2.3371208820493834,Public train,dummy,31265.511843425167
2456,2022-04-01,4147.2,Acme Corporation,dummy,35412.71184342517
2457,2022-04-01,-935.8868480000001,TRANSFER TO MR. HOUSE HOLDER,dummy,34476.824995425166
2458,2022-04-01,0.0,netflix,dummy,34476.824995425166
2459,2022-04-01,0.0,secret payment,dummy,34476.824995425166
2460,2022-04-01,-16.757461039852895,Bistro Captain,dummy,34460.067534385315
2461,2022-04-01,-25.172535761131577,Yums N Food,dummy,34434.894998624186
2462,2022-04-02,-2.8323967145899833,Public train,dummy,34432.062601909594
2463,2022-04-02,-33.04468146311262,Cozy Hotel,dummy,34399.01792044648
2464,2022-04-02,-34.45621481648355,Yums N Food,dummy,34364.561705629996
2465,2022-04-03,-73.20500000000004,Hulking Center,dummy,34291.356705629994
2466,2022-04-03,-58.64407963444084,Deluxe Hotel,dummy,34232.712625995555
2467,2022-04-03,-1.7309878170092112,Public train,dummy,34230.98163817854
2468,2022-04-04,-65.03813772437152,Cozy Hotel,dummy,34165.943500454174
2469,2022-04-05,-2.339624704311931,Public train,dummy,34163.60387574986
2470,2022-04-05,0.0,Internet,dummy,34163.60387574986
2471,2022-04-05,-65.93833411058259,Deluxe Hotel,dummy,34097.665541639275
2472,2022-04-06,-1.4606979823671362,Public bus,dummy,34096.20484365691
2473,2022-04-06,-53.62153568928209,King's Bliss Hotel,dummy,34042.58330796763
2474,2022-04-07,-56.51384753719132,Cozy Hotel,dummy,33986.06946043044
2475,2022-04-07,-27.476425673944224,The Hungry Harvest,dummy,33958.59303475649
2476,2022-04-07,-22.211706692178236,Yums N Food,dummy,33936.381328064315
2477,2022-04-08,-28.548950758785576,Yums N Food,dummy,33907.83237730553
2478,2022-04-08,-25.31685716529963,King's Bliss Hotel,dummy,33882.51552014023
2479,2022-04-08,-14.467067553307793,Bistro Captain,dummy,33868.048452586925
2480,2022-04-08,-2.3196714193460863,Public bus,dummy,33865.72878116758
2481,2022-04-09,-1.783335446249832,Public bus,dummy,33863.94544572133
2482,2022-04-09,-33.83492276402592,Cozy Hotel,dummy,33830.1105229573
2483,2022-04-10,-37.500277768612555,Marineara,dummy,33792.61024518869
2484,2022-04-10,-1.9260518779328082,Public train,dummy,33790.68419331076
2485,2022-04-10,-97.15294195266196,Deluxe Hotel,dummy,33693.531251358094
2486,2022-04-11,-2.1707815463924365,Public train,dummy,33691.3604698117
2487,2022-04-11,-53.00784579057293,Yum Market,dummy,33638.35262402112
2488,2022-04-11,-51.31559391132825,Deluxe Hotel,dummy,33587.037030109794
2489,2022-04-12,-3.3643508348902715,Public bus,dummy,33583.6726792749
2490,2022-04-12,-82.406789614954,King's Bliss Hotel,dummy,33501.265889659946
2491,2022-04-13,-55.7553833163942,King's Bliss Hotel,dummy,33445.510506343555
2492,2022-04-14,-53.44552306403594,Yum Market,dummy,33392.06498327952
2493,2022-04-14,-65.73812908587695,Deluxe Hotel,dummy,33326.32685419364
2494,2022-04-14,-1.9269514360386504,Public bus,dummy,33324.3999027576
2495,2022-04-15,-2.433234989941143,Public bus,dummy,33321.96666776766
2496,2022-04-15,-15.06772145640521,The Hungry Harvest,dummy,33306.89894631125
2497,2022-04-15,-64.12307154856417,King's Bliss Hotel,dummy,33242.77587476269
2498,2022-04-16,-25.275067896160337,Roadside Petrol,dummy,33217.50080686653
2499,2022-04-16,-52.085395987104555,King's Bliss Hotel,dummy,33165.415410879425
2500,2022-04-17,-1.4520433675721702,Public bus,dummy,33163.96336751185
2501,2022-04-17,-55.273105331414925,King's Bliss Hotel,dummy,33108.69026218044
2502,2022-04-18,-47.64564128702111,Yum Market,dummy,33061.04462089342
2503,2022-04-18,-12.0,Yum Popcorn Horizon,dummy,33049.04462089342
2504,2022-04-18,-71.25401682686797,Cozy Hotel,dummy,32977.790604066555
2505,2022-04-19,-73.25479386162128,Cozy Hotel,dummy,32904.535810204936
2506,2022-04-19,-1.0066139227585045,Public bus,dummy,32903.52919628218
2507,2022-04-20,-22.18044700393945,Bistro Captain,dummy,32881.34874927824
2508,2022-04-20,-58.010467297694056,Marineara,dummy,32823.33828198054
2509,2022-04-20,-43.08915372294741,Cozy Hotel,dummy,32780.249128257594
2510,2022-04-21,-1.929252770274997,Public bus,dummy,32778.319875487316
2511,2022-04-21,-27.200721191956326,Roadside Petrol,dummy,32751.11915429536
2512,2022-04-21,-54.80482474304309,King's Bliss Hotel,dummy,32696.31432955232
2513,2022-04-22,-2.238545519946766,Public train,dummy,32694.07578403237
2514,2022-04-22,-69.85773818355638,Deluxe Hotel,dummy,32624.218045848815
2515,2022-04-23,-74.55128603267522,Deluxe Hotel,dummy,32549.66675981614
2516,2022-04-23,-1.2553276280927697,Public train,dummy,32548.411432188048
2517,2022-04-23,-12.0,Cinemasi,dummy,32536.411432188048
2518,2022-04-24,-1.436090459431432,Public train,dummy,32534.975341728616
2519,2022-04-24,-78.3554833004972,King's Bliss Hotel,dummy,32456.61985842812
2520,2022-04-25,-1.3494418565511657,Public bus,dummy,32455.27041657157
2521,2022-04-25,-45.18118522830893,Deluxe Hotel,dummy,32410.08923134326
2522,2022-04-26,-1.7794026120800737,Public train,dummy,32408.30982873118
2523,2022-04-26,-43.30363787194839,Yums N Food,dummy,32365.006190859232
2524,2022-04-26,-32.70351990231785,Cozy Hotel,dummy,32332.302670956913
2525,2022-04-27,-126.88095824276701,King's Bliss Hotel,dummy,32205.421712714146
2526,2022-04-28,-57.412453557822474,King's Bliss Hotel,dummy,32148.009259156323
2527,2022-04-28,-480.0,Electricity,dummy,31668.009259156323
2528,2022-04-29,-71.14395136773993,Deluxe Hotel,dummy,31596.865307788583
2529,2022-04-29,-28.722682754387108,Bistro Captain,dummy,31568.142625034197
2530,2022-04-30,-68.63325814927327,King's Bliss Hotel,dummy,31499.509366884926
2531,2022-05-01,4147.2,Acme Corporation,dummy,35646.70936688493
2532,2022-05-01,-62.45289543380904,Deluxe Hotel,dummy,35584.25647145112
2533,2022-05-01,0.0,secret payment,dummy,35584.25647145112
2534,2022-05-01,-49.51412996217861,Yums N Food,dummy,35534.74234148894
2535,2022-05-01,-935.8868480000001,TRANSFER TO MR. HOUSE HOLDER,dummy,34598.85549348894
2536,2022-05-01,0.0,netflix,dummy,34598.85549348894
2537,2022-05-02,-47.554604840725304,King's Bliss Hotel,dummy,34551.30088864821
2538,2022-05-02,-1.9374984097379038,Public bus,dummy,34549.363390238475
2539,2022-05-02,-40.932144240889336,Yum Market,dummy,34508.431245997584
2540,2022-05-03,-24.41325612267031,Deli Feast,dummy,34484.01798987491
2541,2022-05-03,-73.20500000000004,Hulking Center,dummy,34410.81298987491
2542,2022-05-03,-104.67634483805134,King's Bliss Hotel,dummy,34306.13664503686
2543,2022-05-04,-73.58153151909299,King's Bliss Hotel,dummy,34232.55511351777
2544,2022-05-04,-37.21572243183615,Marineara,dummy,34195.33939108593
2545,2022-05-05,0.0,Internet,dummy,34195.33939108593
2546,2022-05-05,-54.92472035404673,Cozy Hotel,dummy,34140.41467073189
2547,2022-05-05,-1.8556465225440508,Public train,dummy,34138.559024209346
2548,2022-05-05,-16.007234976923403,Deli Feast,dummy,34122.55178923242
2549,2022-05-06,-41.80775060719975,Marineara,dummy,34080.74403862522
2550,2022-05-06,-1.3665039787162352,Public bus,dummy,34079.377534646505
2551,2022-05-06,-55.60032344081799,Deluxe Hotel,dummy,34023.777211205685
2552,2022-05-07,-98.05419429922071,Cozy Hotel,dummy,33925.723016906464
2553,2022-05-07,-2.327289144700206,Public bus,dummy,33923.39572776177
2554,2022-05-08,-24.276105795136715,Deli Feast,dummy,33899.11962196663
2555,2022-05-08,-47.808131508218025,Yum Market,dummy,33851.311490458414
2556,2022-05-08,-96.70246048826257,King's Bliss Hotel,dummy,33754.609029970154
2557,2022-05-08,-2.2498687036766825,Public train,dummy,33752.359161266475
2558,2022-05-09,-1.4544952827207318,Public bus,dummy,33750.904665983755
2559,2022-05-09,-47.39202076780141,King's Bliss Hotel,dummy,33703.51264521595
2560,2022-05-10,-37.153560698025565,Roadside Petrol,dummy,33666.35908451793
2561,2022-05-10,-40.18441571856386,King's Bliss Hotel,dummy,33626.174668799365
2562,2022-05-11,-1.9997676975785992,Public train,dummy,33624.17490110179
2563,2022-05-11,-64.78548117536334,Cozy Hotel,dummy,33559.389419926425
2564,2022-05-12,-2.1002899019336674,Public train,dummy,33557.28913002449
2565,2022-05-12,-59.03431192097567,Marineara,dummy,33498.25481810351
2566,2022-05-12,-72.29818341117067,Cozy Hotel,dummy,33425.95663469234
2567,2022-05-12,-16.91849337322065,Bistro Captain,dummy,33409.03814131912
2568,2022-05-13,-109.15724141048828,Cozy Hotel,dummy,33299.88089990863
2569,2022-05-13,-2.5926541580244784,Public train,dummy,33297.288245750606
2570,2022-05-14,-43.344240526634536,Deluxe Hotel,dummy,33253.94400522397
2571,2022-05-15,-2.474916354371565,Public bus,dummy,33251.4690888696
2572,2022-05-15,-65.35795896715435,Cozy Hotel,dummy,33186.11112990244
2573,2022-05-15,-44.722434997285085,Yum Market,dummy,33141.38869490516
2574,2022-05-16,-48.4727683545609,Cozy Hotel,dummy,33092.915926550595
2575,2022-05-16,-1.8720434127725545,Public train,dummy,33091.04388313782
2576,2022-05-17,-16.228576346212826,Deli Feast,dummy,33074.81530679161
2577,2022-05-17,-50.124568161670126,Cozy Hotel,dummy,33024.690738629935
2578,2022-05-17,-31.83293440348479,Marineara,dummy,32992.85780422645
2579,2022-05-17,-2.099611155182944,Public bus,dummy,32990.75819307127
2580,2022-05-18,-66.1911237829317,Deluxe Hotel,dummy,32924.567069288336
2581,2022-05-19,-1.7530559293445076,Public bus,dummy,32922.81401335899
2582,2022-05-19,5.856440838556111,Cozy Hotel,dummy,32928.67045419755
2583,2022-05-20,-2.548643721962982,Public train,dummy,32926.12181047558
2584,2022-05-20,-92.61271382300734,Deluxe Hotel,dummy,32833.509096652575
2585,2022-05-21,-29.958182020549216,King's Bliss Hotel,dummy,32803.550914632026
2586,2022-05-21,-1.2172135794983663,Public bus,dummy,32802.33370105253
2587,2022-05-22,-60.51940886142919,King's Bliss Hotel,dummy,32741.8142921911
2588,2022-05-22,-2.775450950767965,Public bus,dummy,32739.03884124033
2589,2022-05-22,-12.0,Cinemasi,dummy,32727.03884124033
2590,2022-05-23,-1.9594184293424661,Public bus,dummy,32725.079422810988
2591,2022-05-23,-46.499919781295986,Yums N Food,dummy,32678.57950302969
2592,2022-05-23,-69.67388301835587,Deluxe Hotel,dummy,32608.905620011334
2593,2022-05-24,-88.77624186969227,King's Bliss Hotel,dummy,32520.129378141643
2594,2022-05-24,-19.012670605485674,Deli Feast,dummy,32501.116707536155
2595,2022-05-25,-107.3872777150677,Deluxe Hotel,dummy,32393.729429821087
2596,2022-05-26,-64.88936812743545,Deluxe Hotel,dummy,32328.840061693652
2597,2022-05-26,-2.191544663946867,Public train,dummy,32326.648517029706
2598,2022-05-27,-1.9445589039148206,Public train,dummy,32324.703958125792
2599,2022-05-27,-37.499940126245974,Deluxe Hotel,dummy,32287.204017999546
2600,2022-05-28,-64.1129324235952,King's Bliss Hotel,dummy,32223.09108557595
2601,2022-05-28,-480.0,Electricity,dummy,31743.09108557595
2602,2022-05-29,-48.00217233213272,Deluxe Hotel,dummy,31695.088913243817
2603,2022-05-29,-53.037195178420646,Yum Market,dummy,31642.051718065395
2604,2022-05-29,-32.17539540775758,Fun Gas,dummy,31609.876322657638
2605,2022-05-29,-1.886691556795384,Public train,dummy,31607.98963110084
2606,2022-05-30,-77.01919681374052,Cozy Hotel,dummy,31530.9704342871
2607,2022-05-30,-12.0,Cinemasi,dummy,31518.9704342871
2608,2022-05-31,-103.12686686677294,Cozy Hotel,dummy,31415.84356742033
2609,2022-06-01,0.0,secret payment,dummy,31415.84356742033
2610,2022-06-01,-935.8868480000001,TRANSFER TO MR. HOUSE HOLDER,dummy,30479.956719420326
2611,2022-06-01,-2.366439677530615,Public train,dummy,30477.590279742795
2612,2022-06-01,-60.7378973659212,Cozy Hotel,dummy,30416.852382376874
2613,2022-06-01,0.0,netflix,dummy,30416.852382376874
2614,2022-06-01,4147.2,Acme Corporation,dummy,34564.052382376874
2615,2022-06-02,-78.60219174629172,King's Bliss Hotel,dummy,34485.45019063058
2616,2022-06-02,-2.678807754048823,Public bus,dummy,34482.77138287653
2617,2022-06-03,-73.20500000000004,Hulking Center,dummy,34409.56638287653
2618,2022-06-03,-73.45020596476361,King's Bliss Hotel,dummy,34336.11617691177
2619,2022-06-03,-2.2706482795424563,Public train,dummy,34333.84552863223
2620,2022-06-04,-1.639680654339187,Public train,dummy,34332.205847977886
2621,2022-06-04,-78.3410215550756,King's Bliss Hotel,dummy,34253.86482642281
2622,2022-06-05,-57.004370168845384,Cozy Hotel,dummy,34196.86045625396
2623,2022-06-05,0.0,Internet,dummy,34196.86045625396
2624,2022-06-06,-38.0802636723943,Yums N Food,dummy,34158.780192581566
2625,2022-06-06,-38.22509132298196,King's Bliss Hotel,dummy,34120.555101258586
2626,2022-06-06,-2.065005265797262,Public train,dummy,34118.49009599279
2627,2022-06-07,-47.159429497673685,Deluxe Hotel,dummy,34071.330666495116
2628,2022-06-07,-1.425484446621645,Public bus,dummy,34069.9051820485
2629,2022-06-08,-22.30577932070033,Bistro Captain,dummy,34047.5994027278
2630,2022-06-08,-12.0,Yum Popcorn Horizon,dummy,34035.5994027278
2631,2022-06-08,-79.72466705702341,Deluxe Hotel,dummy,33955.874735670775
2632,2022-06-09,-1.9019567968419018,Public train,dummy,33953.97277887393
2633,2022-06-09,-44.763522541145,Cozy Hotel,dummy,33909.20925633279
2634,2022-06-09,-33.14306622846063,Yum Market,dummy,33876.06619010433
2635,2022-06-10,-11.154152706461069,King's Bliss Hotel,dummy,33864.912037397866
2636,2022-06-10,-1.3431323533566202,Public bus,dummy,33863.56890504451
2637,2022-06-10,-40.179159733258544,Marineara,dummy,33823.38974531125
2638,2022-06-11,-12.0,Yum Popcorn Horizon,dummy,33811.38974531125
2639,2022-06-11,-59.40759661253029,King's Bliss Hotel,dummy,33751.98214869872
2640,2022-06-12,-20.570351572959517,The Hungry Harvest,dummy,33731.41179712576
2641,2022-06-12,-203.7247208988084,Oceanic Airlines,dummy,33527.68707622695
2642,2022-06-12,-2.0224617922503136,Public train,dummy,33525.664614434696
2643,2022-06-13,-28.89187212771322,Yum Market,dummy,33496.77274230698
2644,2022-06-13,-2.6453734259059223,Public train,dummy,33494.127368881076
2645,2022-06-14,-2.663692248450245,Public train,dummy,33491.46367663263
2646,2022-06-14,-16.53178190398997,Deli Feast,dummy,33474.93189472864
2647,2022-06-15,-1.4723331764041219,Public bus,dummy,33473.459561552234
2648,2022-06-15,-30.66623997747178,Roadside Petrol,dummy,33442.79332157476
2649,2022-06-16,-23.095541821103694,Yum Market,dummy,33419.69777975366
2650,2022-06-20,-1.9912736543311182,Public train,dummy,33417.706506099326
2651,2022-06-21,-1.9156010219419999,Public train,dummy,33415.79090507738
2652,2022-06-21,-17.016268623481274,Deli Feast,dummy,33398.7746364539
2653,2022-06-22,-2.1727614859083006,Public train,dummy,33396.601874967986
2654,2022-06-22,-15.81674832484977,Deli Feast,dummy,33380.78512664314
